date,name,types,size,rate,special
08-10-17,A1Locker,,,,
date,name,types,size,rate,special
08-10-17,A1Locker,,,,
date,name,types,size,rate,special
08-10-17,A1Locker,,,,
date,name,types,size,rate,special
08-10-17,A1Locker,,,,
,,Outside,5 x 15,"45,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 25,"100,00",50% off 2nd months rent.
,,Outside,10 x 25,"100,00",50% off 2nd months rent.
date,name,types,size,rate,special
08-10-17,A1Locker,,,,
,,Outside,5 x 15,"45,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 25,"100,00",50% off 2nd months rent.
,,Outside,10 x 25,"100,00",50% off 2nd months rent.
date,name,types,size,rate,special
08-10-17,A1Locker,,,,
,,Outside,5 x 15,"45,00",50% off 2nd months rent.
,,Outside,10 x 10,"60,00",50% off 2nd months rent.
,,Outside,10 x 15,"70,00",50% off 2nd months rent.
,,Outside,10 x 20,"85,00",50% off 2nd months rent.
,,Outside,10 x 25,"100,00",50% off 2nd months rent.
